title,id,time,taxonomy_name,type_of_entry,type_of_taxonomy,temporalEntities,entitiesNumber
Anthropocene River Campus: The Human Delta short film,28608,2020-09-18T09:09:23,Climate change,contribution,keywords,['November 2019'],1
Anthropocene River Campus: The Human Delta short film,28608,2020-09-18T09:09:23,Commodities,contribution,keywords,['November 2019'],1
Anthropocene River Campus: The Human Delta short film,28608,2020-09-18T09:09:23,Ecology,contribution,keywords,['November 2019'],1
Anthropocene River Campus: The Human Delta short film,28608,2020-09-18T09:09:23,Environmental Justice,contribution,keywords,['November 2019'],1
Anthropocene River Campus: The Human Delta short film,28608,2020-09-18T09:09:23,Race,contribution,keywords,['November 2019'],1
Anthropocene River Campus: The Human Delta short film,28608,2020-09-18T09:09:23,Water,contribution,keywords,['November 2019'],1
Anthropos,21672,2014-11-24T15:51:12,Anthropos,contribution,keywords,"['November 14-22', '10/17/2015']",2
Anthropos,21672,2014-11-24T15:51:12,Human-environment relations,contribution,keywords,"['November 14-22', '10/17/2015']",2
Anthropos,21672,2014-11-24T15:51:12,Hybrid,contribution,keywords,"['November 14-22', '10/17/2015']",2
Anthropos in the Lakes,23892,2014-11-23T11:16:09,Human-environment relations,contribution,keywords,"['eighteenth-century', 'today', '2015', 'today', 'the sixteenth century', 'September 27, 2013', '11/07/2015', '2013', 'winter', '2011']",10
Anthropos in the Lakes,23892,2014-11-23T11:16:09,Landscape,contribution,keywords,"['eighteenth-century', 'today', '2015', 'today', 'the sixteenth century', 'September 27, 2013', '11/07/2015', '2013', 'winter', '2011']",10
Approaching a Waterway,29811,2020-11-20T12:24:04,Ecology,contribution,keywords,"['October 27, 2020']",1
Approaching a Waterway,29811,2020-11-20T12:24:04,Extinction,contribution,keywords,"['October 27, 2020']",1
Approaching a Waterway,29811,2020-11-20T12:24:04,Species,contribution,keywords,"['October 27, 2020']",1
Approaching a Waterway,29811,2020-11-20T12:24:04,System,contribution,keywords,"['October 27, 2020']",1
Approaching a Waterway,29811,2020-11-20T12:24:04,Water,contribution,keywords,"['October 27, 2020']",1
Arctic Change,22913,2014-11-23T12:50:39,Economy,contribution,keywords,"['December 2014', '2011', '2007', 'a year', '2010', 'the summer of 2012', '2007']",7
Arctic Change,22913,2014-11-23T12:50:39,Human-environment relations,contribution,keywords,"['December 2014', '2011', '2007', 'a year', '2010', 'the summer of 2012', '2007']",7
Arctic Change,22913,2014-11-23T12:50:39,Migration,contribution,keywords,"['December 2014', '2011', '2007', 'a year', '2010', 'the summer of 2012', '2007']",7
"Art, Air, and Ideas in the Anthropocene",19057,2016-05-23T11:58:22,Aerocene,contribution,keywords,"['daytime', 'today', '2015', 'morning', 'the next hour']",5
"Art, Air, and Ideas in the Anthropocene",19057,2016-05-23T11:58:22,Aesthetics,contribution,keywords,"['daytime', 'today', '2015', 'morning', 'the next hour']",5
"Art, Air, and Ideas in the Anthropocene",19057,2016-05-23T11:58:22,Speculative,contribution,keywords,"['daytime', 'today', '2015', 'morning', 'the next hour']",5
Asbestos in Ambler,10849,2017-10-25T10:20:12,Human-environment relations,contribution,keywords,[],0
Asbestos in Ambler,10849,2017-10-25T10:20:12,Waste,contribution,keywords,[],0
Bastar Diary,18729,2016-04-23T13:10:39,Human-animal relations,contribution,keywords,"['hundreds of years', 'the years', 'These days', 'centuries', '1998', 'annual', '1959', 'between midnight and dawn', 'thousands of years']",9
Bastar Diary,18729,2016-04-23T13:10:39,Human-environment relations,contribution,keywords,"['hundreds of years', 'the years', 'These days', 'centuries', '1998', 'annual', '1959', 'between midnight and dawn', 'thousands of years']",9
Bastar Diary,18729,2016-04-23T13:10:39,Local knowledge,contribution,keywords,"['hundreds of years', 'the years', 'These days', 'centuries', '1998', 'annual', '1959', 'between midnight and dawn', 'thousands of years']",9
Bastar Diary,18729,2016-04-23T13:10:39,Mining,contribution,keywords,"['hundreds of years', 'the years', 'These days', 'centuries', '1998', 'annual', '1959', 'between midnight and dawn', 'thousands of years']",9
Bastar Diary,18729,2016-04-23T13:10:39,Naturecultures,contribution,keywords,"['hundreds of years', 'the years', 'These days', 'centuries', '1998', 'annual', '1959', 'between midnight and dawn', 'thousands of years']",9
"Between Spaces, between Lines",29921,2020-11-23T12:19:39,Climate change,contribution,keywords,"['October 29, 2020', 'October 29, 2020', 'nearly 70 years ago']",3
"Between Spaces, between Lines",29921,2020-11-23T12:19:39,Ecology,contribution,keywords,"['October 29, 2020', 'October 29, 2020', 'nearly 70 years ago']",3
"Between Spaces, between Lines",29921,2020-11-23T12:19:39,Economy,contribution,keywords,"['October 29, 2020', 'October 29, 2020', 'nearly 70 years ago']",3
"Between Spaces, between Lines",29921,2020-11-23T12:19:39,Migration,contribution,keywords,"['October 29, 2020', 'October 29, 2020', 'nearly 70 years ago']",3
"Between Spaces, between Lines",29921,2020-11-23T12:19:39,System,contribution,keywords,"['October 29, 2020', 'October 29, 2020', 'nearly 70 years ago']",3
Biometric Capitalism,28286,2016-11-15T16:20:35,Anthropology,contribution,keywords,[],0
Biometric Capitalism,28286,2016-11-15T16:20:35,Capitalism,contribution,keywords,[],0
Biometric Capitalism,28286,2016-11-15T16:20:35,Technosphere,contribution,keywords,[],0
Biosphere 2: The Mars Project,22711,2014-11-23T16:28:28,History,contribution,keywords,"['2027', 'the year', '1991']",3
Biosphere 2: The Mars Project,22711,2014-11-23T16:28:28,Space travel,contribution,keywords,"['2027', 'the year', '1991']",3
Biosphere 2: The Mars Project,22711,2014-11-23T16:28:28,Speculative,contribution,keywords,"['2027', 'the year', '1991']",3
#BlackBoyJoy On the River with Eugene B. Redmond,20440,2020-02-24T13:46:45,Biodiversity,contribution,keywords,[],0
#BlackBoyJoy On the River with Eugene B. Redmond,20440,2020-02-24T13:46:45,History,contribution,keywords,[],0
#BlackBoyJoy On the River with Eugene B. Redmond,20440,2020-02-24T13:46:45,Pollution,contribution,keywords,[],0
#BlackBoyJoy On the River with Eugene B. Redmond,20440,2020-02-24T13:46:45,Water,contribution,keywords,[],0
Blackhawk Park Is Indigenous Land (Beyond Acknowledgment),25880,2020-06-03T13:55:25,Agency,contribution,keywords,"['September 25, 2019', 'five-day', 'eighteen months', 'Sep 23, 2016', 'Feb 10, 2020', 'Feb 22, 2017', 'the first and second days of August 1832', '1883', 'the 1850s', 'April', 'a few days', '1857', 'just four years later', '2007', '2019', '1832', '1804', '1814', 'winter', 'the 1820s', '1804', 'May 2019', 'five days', 'today', '3, 2018', 'August 1 and 2, 1832', '179 years ago', 'today', '2015', '2018', '2018', 'today', '2019', 'forty-one hours', 'six days', 'a few months', 'the spring and early summer', 'September', 'years ago', '1991', '2003', '1998', 'A week', '1970', '50 years ago', 'Sep 19, 2019', 'Two weeks', 'year', 'May 2019', '12-month', 'a year', 'Sep 11, 2019', 'The year', 'June', 'a month', '6, 2019', 'nineteenth-century', '2018', 'Dec 11, 2018', '2018', 'Seventy-two years', 'September 1899', 'March', 'winter', '2019', 'September 1899', '350-1350', '2009', 'present-day', '2009', 'March 26, 2019', 'July 2019', '1989', 'September 25, 2019', '1619', '1950', '2019', '1787 to 1803', '2010', 'thirty-three years', '2017', '1999', 'Euro-Americans', '10, 2019', '2012', '2011', '2016', '2018', 'several weeks', 'four-hour', '2019', 'a few months', 'The end of the year', 'the end of the decade', 'Dec 9, 2019', 'Dec 14, 2019']",96
Blackhawk Park Is Indigenous Land (Beyond Acknowledgment),25880,2020-06-03T13:55:25,Indigenous Rights,contribution,keywords,"['September 25, 2019', 'five-day', 'eighteen months', 'Sep 23, 2016', 'Feb 10, 2020', 'Feb 22, 2017', 'the first and second days of August 1832', '1883', 'the 1850s', 'April', 'a few days', '1857', 'just four years later', '2007', '2019', '1832', '1804', '1814', 'winter', 'the 1820s', '1804', 'May 2019', 'five days', 'today', '3, 2018', 'August 1 and 2, 1832', '179 years ago', 'today', '2015', '2018', '2018', 'today', '2019', 'forty-one hours', 'six days', 'a few months', 'the spring and early summer', 'September', 'years ago', '1991', '2003', '1998', 'A week', '1970', '50 years ago', 'Sep 19, 2019', 'Two weeks', 'year', 'May 2019', '12-month', 'a year', 'Sep 11, 2019', 'The year', 'June', 'a month', '6, 2019', 'nineteenth-century', '2018', 'Dec 11, 2018', '2018', 'Seventy-two years', 'September 1899', 'March', 'winter', '2019', 'September 1899', '350-1350', '2009', 'present-day', '2009', 'March 26, 2019', 'July 2019', '1989', 'September 25, 2019', '1619', '1950', '2019', '1787 to 1803', '2010', 'thirty-three years', '2017', '1999', 'Euro-Americans', '10, 2019', '2012', '2011', '2016', '2018', 'several weeks', 'four-hour', '2019', 'a few months', 'The end of the year', 'the end of the decade', 'Dec 9, 2019', 'Dec 14, 2019']",96
Blackhawk Park Is Indigenous Land (Beyond Acknowledgment),25880,2020-06-03T13:55:25,Settler Colonialism,contribution,keywords,"['September 25, 2019', 'five-day', 'eighteen months', 'Sep 23, 2016', 'Feb 10, 2020', 'Feb 22, 2017', 'the first and second days of August 1832', '1883', 'the 1850s', 'April', 'a few days', '1857', 'just four years later', '2007', '2019', '1832', '1804', '1814', 'winter', 'the 1820s', '1804', 'May 2019', 'five days', 'today', '3, 2018', 'August 1 and 2, 1832', '179 years ago', 'today', '2015', '2018', '2018', 'today', '2019', 'forty-one hours', 'six days', 'a few months', 'the spring and early summer', 'September', 'years ago', '1991', '2003', '1998', 'A week', '1970', '50 years ago', 'Sep 19, 2019', 'Two weeks', 'year', 'May 2019', '12-month', 'a year', 'Sep 11, 2019', 'The year', 'June', 'a month', '6, 2019', 'nineteenth-century', '2018', 'Dec 11, 2018', '2018', 'Seventy-two years', 'September 1899', 'March', 'winter', '2019', 'September 1899', '350-1350', '2009', 'present-day', '2009', 'March 26, 2019', 'July 2019', '1989', 'September 25, 2019', '1619', '1950', '2019', '1787 to 1803', '2010', 'thirty-three years', '2017', '1999', 'Euro-Americans', '10, 2019', '2012', '2011', '2016', '2018', 'several weeks', 'four-hour', '2019', 'a few months', 'The end of the year', 'the end of the decade', 'Dec 9, 2019', 'Dec 14, 2019']",96
Blackhawk Park Is Indigenous Land (Beyond Acknowledgment),25880,2020-06-03T13:55:25,Violence,contribution,keywords,"['September 25, 2019', 'five-day', 'eighteen months', 'Sep 23, 2016', 'Feb 10, 2020', 'Feb 22, 2017', 'the first and second days of August 1832', '1883', 'the 1850s', 'April', 'a few days', '1857', 'just four years later', '2007', '2019', '1832', '1804', '1814', 'winter', 'the 1820s', '1804', 'May 2019', 'five days', 'today', '3, 2018', 'August 1 and 2, 1832', '179 years ago', 'today', '2015', '2018', '2018', 'today', '2019', 'forty-one hours', 'six days', 'a few months', 'the spring and early summer', 'September', 'years ago', '1991', '2003', '1998', 'A week', '1970', '50 years ago', 'Sep 19, 2019', 'Two weeks', 'year', 'May 2019', '12-month', 'a year', 'Sep 11, 2019', 'The year', 'June', 'a month', '6, 2019', 'nineteenth-century', '2018', 'Dec 11, 2018', '2018', 'Seventy-two years', 'September 1899', 'March', 'winter', '2019', 'September 1899', '350-1350', '2009', 'present-day', '2009', 'March 26, 2019', 'July 2019', '1989', 'September 25, 2019', '1619', '1950', '2019', '1787 to 1803', '2010', 'thirty-three years', '2017', '1999', 'Euro-Americans', '10, 2019', '2012', '2011', '2016', '2018', 'several weeks', 'four-hour', '2019', 'a few months', 'The end of the year', 'the end of the decade', 'Dec 9, 2019', 'Dec 14, 2019']",96
Bound with Bright Beautiful Things,9577,2017-04-01T13:59:27,Cosmologies,contribution,keywords,"['8 March 2017', '2017']",2
Bound with Bright Beautiful Things,9577,2017-04-01T13:59:27,Deep time,contribution,keywords,"['8 March 2017', '2017']",2
Bound with Bright Beautiful Things,9577,2017-04-01T13:59:27,Human-animal relations,contribution,keywords,"['8 March 2017', '2017']",2
Bound with Bright Beautiful Things,9577,2017-04-01T13:59:27,Wisdom,contribution,keywords,"['8 March 2017', '2017']",2
Build Your Own Fence,22901,2014-11-23T12:28:06,Knowledge transformation,contribution,keywords,"['a thousand years', 'daily']",2
Build Your Own Fence,22901,2014-11-23T12:28:06,Participatory governance,contribution,keywords,"['a thousand years', 'daily']",2
"Cadillac Ranch, 2004",23924,2014-11-23T11:52:13,Anthropos,contribution,keywords,"['June 1974', 'late afternoon', 'June 21, 2004', '1948–64', 'the twentieth century', 'the 1950s', '1959', 'the late nineteenth century', '1956', '1957']",10
"Cadillac Ranch, 2004",23924,2014-11-23T11:52:13,Time,contribution,keywords,"['June 1974', 'late afternoon', 'June 21, 2004', '1948–64', 'the twentieth century', 'the 1950s', '1959', 'the late nineteenth century', '1956', '1957']",10
Check My Pulse,27404,2020-08-28T13:30:29,Epistemology,contribution,keywords,"['1989', '1959', '1959', '4, 2016', '2015', 'present-day', '1880', '2019', 'seasonal', '1699–1824', '2018', '2015', '2017', '1731', '2012', '2013', '2001', '1884', 'August 20, 2018', 'the mid-twentieth century', '1930s', '1938', '1727', '1803', '1830', '1793', 'those days', '1984', '1827', 'January of 1831', 'November 2, 1880', '2017', 'A week', 'a few decades later', 'Today', 'the early 1960s', '1973', 'the 1980s', '1980', '1983', '1826', '1838.Robert H. Gudmestad', '2003', '1846', '1880', '1870', '1879', 'the mid-1880s', '1865–1901', '2017', '1866–1928', '1996', '1901', 'same year', '2017', 'the 1940s', 'thirty years', 'the turn of the century', 'August 1978', '1968', '400 long years', 'sixty million years ago', 'the Late Cretaceous', '2020', '1896', 'the early twentieth century', '2000', '1961', '2014', 'today', 'the first half of the twentieth century', '2007', 'the late 1870s', '1900', '1927', 'the 1910s and ’20s', '1927', 'the next two decades', '1927', 'Depression-era', '2005', 'Today', '1986', '1928', '2011', 'the end of the Second World War', 'Dec 11–15,', '1937', '1973', '1993', '2011', 'nearly a hundred years', '2018', '4-15', '2018', 'the winter and spring of 2019', 'the day', 'three full months', 'the late 1960s', '’70s', 'One afternoon', 'these days', 'mid-nineteenth-century', 'the end of the nineteenth century', '1907', '2016', 'the 1910s', '2011', '1927', 'April 25', 'Three days later', 'Sep 6, 2018', 'the 1930s', '2012', '10 pm', 'May 2', 'Another few hours', 'the millions of years', '500 years', 'Today', 'the summer', '2019', 'June', '2009', '2019', 'April 17, 2020', '2011', '2017', '2017', 'every year', 'the season', 'late spring', 'every year', 'July', '1899', 'well over a century', '2017', '2018', 'daily', '2019', '500-year-old']",141
Check My Pulse,27404,2020-08-28T13:30:29,History,contribution,keywords,"['1989', '1959', '1959', '4, 2016', '2015', 'present-day', '1880', '2019', 'seasonal', '1699–1824', '2018', '2015', '2017', '1731', '2012', '2013', '2001', '1884', 'August 20, 2018', 'the mid-twentieth century', '1930s', '1938', '1727', '1803', '1830', '1793', 'those days', '1984', '1827', 'January of 1831', 'November 2, 1880', '2017', 'A week', 'a few decades later', 'Today', 'the early 1960s', '1973', 'the 1980s', '1980', '1983', '1826', '1838.Robert H. Gudmestad', '2003', '1846', '1880', '1870', '1879', 'the mid-1880s', '1865–1901', '2017', '1866–1928', '1996', '1901', 'same year', '2017', 'the 1940s', 'thirty years', 'the turn of the century', 'August 1978', '1968', '400 long years', 'sixty million years ago', 'the Late Cretaceous', '2020', '1896', 'the early twentieth century', '2000', '1961', '2014', 'today', 'the first half of the twentieth century', '2007', 'the late 1870s', '1900', '1927', 'the 1910s and ’20s', '1927', 'the next two decades', '1927', 'Depression-era', '2005', 'Today', '1986', '1928', '2011', 'the end of the Second World War', 'Dec 11–15,', '1937', '1973', '1993', '2011', 'nearly a hundred years', '2018', '4-15', '2018', 'the winter and spring of 2019', 'the day', 'three full months', 'the late 1960s', '’70s', 'One afternoon', 'these days', 'mid-nineteenth-century', 'the end of the nineteenth century', '1907', '2016', 'the 1910s', '2011', '1927', 'April 25', 'Three days later', 'Sep 6, 2018', 'the 1930s', '2012', '10 pm', 'May 2', 'Another few hours', 'the millions of years', '500 years', 'Today', 'the summer', '2019', 'June', '2009', '2019', 'April 17, 2020', '2011', '2017', '2017', 'every year', 'the season', 'late spring', 'every year', 'July', '1899', 'well over a century', '2017', '2018', 'daily', '2019', '500-year-old']",141
